LOC_ID,Trap_ID,Area,Session,Station_ID,Year,Setup Date,Take Down Date,Camera Trype,Lure,X_Coord,Y_Coord,x_Coord (m),y_Coord (m),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,No. of Active days,,LURE TYPE,HABITAT,TERRAIN,Habitat_2,Terrain_2
1,11,KNP_2011,2,KN_14A,2011,16-Oct-11,26-Oct-11,Reconyx,no,75.09824,37.00524,508740,4095458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,"open, glacier",,pasture,draw
2,12,KNP_2011,2,KN_15A,2011,5-Nov-11,15-Nov-11,Reconyx,yes,74.9978,36.95517,499804,4089899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open,,pasture,ridge
3,13,KNP_2011,2,KN_16A,2011,30-Sep-11,11-Oct-11,Reconyx,no,75.03913,36.98256,503482,4092938,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,None,"pasture,near stream",,pasture,draw
4,14,KNP_2011,2,KN_16B,2011,30-Sep-11,11-Oct-11,Reconyx,yes,75.02724,36.96652,502425,4091159,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,CASTOR+,open,,pasture,cliff base
5,15,KNP_2011,2,KN_16C,2011,5-Nov-11,15-Nov-11,Reconyx,no,75.02032,36.95576,501809,4089965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,open,,pasture,draw
6,16,KNP_2011,2,KN_17A,2011,16-Oct-11,26-Oct-11,Reconyx,yes,75.10764,36.99767,509578,4094619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,valley/plateau
7,17,KNP_2011,2,KN_18A,2011,16-Oct-11,26-Oct-11,Reconyx,yes,75.15285,36.97393,513605,4091991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open,,pasture,draw
8,18,KNP_2011,2,KN_18B,2011,16-Oct-11,26-Oct-11,Reconyx,yes,75.13071,36.98534,511632,4093254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,"pasture, boulder",,pasture,cliff base
9,19,KNP_2011,2,KN_19A,2011,17-Oct-11,27-Oct-11,Reconyx,yes,75.16967,36.96579,515103,4091091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,"open, stream bed",,pasture,draw
10,20,KNP_2011,2,KN_19B,2011,17-Oct-11,27-Oct-11,Reconyx,no,75.17949,36.96179,515978,4090649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,pasture,,pasture,ridge
11,21,KNP_2011,2,KN_29A,2011,29-Sep-11,10-Oct-11,Reconyx,yes,75.01591,36.92799,501417,4086884,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,SKUNK+,"scrub, next to river",,scrub,draw
12,22,KNP_2011,2,KN_29B,2011,29-Sep-11,10-Oct-11,Reconyx,yes,75.01025,36.95027,500913,4089356,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,CASTOR+,"Pasture, stream, small lake",,pasture,draw
13,23,KNP_2011,2,KN_29C,2011,5-Nov-11,15-Nov-11,Reconyx,yes,75.01629,36.93733,501451,4087920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,"open, stream bed",,pasture,valley
14,24,KNP_2011,2,KN_31A,2011,20-Oct-11,31-Oct-11,Reconyx,yes,75.1451,36.92434,512923,4086489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,SKUNK+,open+scree,,pasture,ridge
15,25,KNP_2011,2,KN_31B,2011,20-Oct-11,31-Oct-11,Reconyx,no,75.15141,36.91572,513487,4085534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,None,open+scree,,pasture,ridge
16,26,KNP_2011,2,KN_32A,2011,17-Oct-11,27-Oct-11,Reconyx,yes,75.19054,36.93904,516967,4088127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,valley/draw
17,27,KNP_2011,2,KN_32B,2011,17-Oct-11,27-Oct-11,Reconyx,no,75.20884,36.91919,518601,4085928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,pasture,,pasture,ridge
18,28,KNP_2011,2,KN_33A,2011,17-Oct-11,27-Oct-11,Reconyx,yes,75.24992,36.92805,522258,4086920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open,,pasture,ridge
19,29,KNP_2011,2,KN_33B,2011,17-Oct-11,27-Oct-11,Reconyx,no,75.23434,36.92172,520872,4086214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,narrow trail,,pasture,ridge
20,30,KNP_2011,2,KN_34A,2011,16-Oct-11,26-Oct-11,Reconyx,no,75.31959,36.9434,528457,4088641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,rocky ridge,,pasture,ridge
21,31,KNP_2011,2,KN_34B,2011,16-Oct-11,26-Oct-11,Reconyx,yes,75.29931,36.94827,526649,4089176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,rock bottom,,barren,ridge/draw
22,32,KNP_2011,2,KN_41A,2011,25-Sep-11,5-Oct-11,Reconyx,yes,74.95924,36.86944,496367,4080390,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,CASTOR+,Wooded,,scrub,ridge/draw
23,33,KNP_2011,2,KN_41B,2011,25-Sep-11,5-Oct-11,Reconyx,no,74.96373,36.8843,496768,4082038,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,None,Wooded,,forest,cliff base
24,34,KNP_2011,2,KN_42A,2011,29-Sep-11,9-Oct-11,Reconyx,no,75.03588,36.87067,503198,4080526,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,"Scrubs, river side, near bridge",,scrub,draw
25,35,KNP_2011,2,KN_42B,2011,29-Sep-11,9-Oct-11,Reconyx,no,75.03145,36.89491,502802,4083215,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,scrub,,scrub,draw
26,36,KNP_2011,2,KN_42C,2011,5-Nov-11,15-Nov-11,Reconyx,no,75.0351,36.8825,503128,4081838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,scrubs,,scrub,draw
27,37,KNP_2011,2,KN_43A,2011,28-Sep-11,8-Oct-11,Reconyx,yes,75.08388,36.87451,507476,4080955,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,river canyon,,scrub,draw/cliff base
28,38,KNP_2011,2,KN_43B,2011,28-Sep-11,8-Oct-11,Reconyx,yes,75.08472,36.864,507551,4079789,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,Cliff,,barren,cliff base
29,39,KNP_2011,2,KN_44A,2011,20-Oct-11,31-Oct-11,Reconyx,no,75.15954,36.90863,514212,4084748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,None,pasture,,pasture,ridge
30,40,KNP_2011,2,KN_44B,2011,20-Oct-11,31-Oct-11,Reconyx,yes,75.1673,36.90221,514905,4084037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,SKUNK+,rocky ridge,,barren,ridge
31,41,KNP_2011,2,KN_44C,2011,6-Nov-11,16-Nov-11,Reconyx,yes,75.1351,36.8721,512041,4080693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,ridge
32,42,KNP_2011,2,KN_45A,2011,17-Oct-11,27-Oct-11,Reconyx,yes,75.20056,36.90427,517867,4084272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,track,,barren,ridge
33,43,KNP_2011,2,KN_45B,2011,17-Oct-11,27-Oct-11,Reconyx,yes,75.19179,36.89843,517087,4083622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open+scree,,pasture,ridge
34,44,KNP_2011,2,KN_45C,2011,6-Nov-11,16-Nov-11,Reconyx,yes,75.16958,36.88432,515111,4082053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,Wooded,,scrub,draw
35,45,KNP_2011,2,KN_46A,2011,17-Oct-11,27-Oct-11,Reconyx,yes,75.27097,36.90956,524138,4084874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,scree,,barren,ridge
36,46,KNP_2011,2,KN_47A,2011,2-Oct-11,13-Oct-11,Reconyx,no,75.28793,36.86655,525664,4080107,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,None,open,,barren,draw
37,47,KNP_2011,2,KN_47B,2011,2-Oct-11,13-Oct-11,Reconyx,yes,75.29051,36.87181,525892,4080691,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,CASTOR+,open,,barren,ridge
38,48,KNP_2011,2,KN_51A,2011,3-Nov-11,13-Nov-11,Reconyx,no,74.85814,36.82284,487349,4075229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,"open, river bed",,pasture,draw
39,49,KNP_2011,2,KN_51B,2011,3-Nov-11,13-Nov-11,Reconyx,yes,74.86423,36.83471,487894,4076545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,river bed,,scrub,draw
40,50,KNP_2011,2,KN_53A,2011,29-Sep-11,9-Oct-11,Reconyx,yes,74.96524,36.86259,496902,4079630,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,ridge
41,51,KNP_2011,2,KN_53B,2011,29-Sep-11,9-Oct-11,Reconyx,yes,74.99219,36.85921,499304,4079254,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,"scrubs, wooded",,scrub,valley/draw
42,52,KNP_2011,2,KN_53C,2011,3-Nov-11,13-Nov-11,Reconyx,no,74.95634,36.8181,496106,4074695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,pasture,,pasture,saddle
43,53,KNP_2011,2,KN_54A,2011,26-Sep-11,6-Oct-11,Reconyx,yes,75.02824,36.85646,502517,4078950,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,Scrubs,,scrub,ridge
44,54,KNP_2011,2,KN_54B,2011,26-Sep-11,6-Oct-11,Reconyx,yes,75.01955,36.83965,501743,4077085,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,OPEN ROCKY RIDGE,,pasture,ridge
45,55,KNP_2011,2,KN_55A,2011,28-Sep-11,8-Oct-11,Reconyx,no,75.08619,36.8573,507683,4079046,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,Wooded,,scrub,ridge
46,56,KNP_2011,2,KN_55B,2011,28-Sep-11,8-Oct-11,Reconyx,yes,75.08041,36.84172,507169,4077317,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,"pasture, open",,pasture,ridge
47,57,KNP_2011,2,KN_55C,2011,6-Nov-11,16-Nov-11,Reconyx,no,75.10874,36.86353,509693,4079739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,"open, river bed",,pasture,draw
48,58,KNP_2011,2,KN_56A,2011,1-Oct-11,11-Oct-11,Reconyx,no,75.13972,36.85844,512455,4079178,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,wooded,,forest,draw
49,59,KNP_2011,2,KN_56B,2011,1-Oct-11,11-Oct-11,Reconyx,yes,75.15401,36.84105,513732,4077251,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,open,,pasture,draw
50,60,KNP_2011,2,KN_57A,2011,30-Sep-11,12-Oct-11,Reconyx,yes,75.18941,36.84869,516886,4078104,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,SKUNK+,"scrubs, pasture",,scrub,ridge
51,61,KNP_2011,2,KN_57B,2011,30-Sep-11,12-Oct-11,Reconyx,yes,75.19435,36.83489,517330,4076574,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,CASTOR+,open,,pasture,cliff base
